"accuracy","avg_rt","correct","correct_key_time","correct_response","count_experiment","dis_pos","form_response","response","response_key_energy","response_key_time","response_time","subject_nr","subject_parity","test_session","total","total_correct"
"100","4517","1","1","space","0","-160","Isman","space","NA","space","4517","0","even","speed_test","NA","1"
"100","4926.5","1","1","1","0","160","Isman","1","NA","1","5336","0","even","speed_test","NA","2"
"100","4702.333333333333","1","1","1","0","160","Isman","1","NA","1","4254","0","even","speed_test","NA","3"
"100","3868","1","1","1","0","160","Isman","1","NA","1","1365","0","even","speed_test","NA","4"
"100","3198","1","1","2","0","-160","Isman","2","NA","2","518","0","even","speed_test","NA","5"
"100","2762.1666666666665","1","1","2","0","32","Isman","2","NA","2","583","0","even","speed_test","NA","6"
"85.71428571428571","2454.285714285714","0","0","1","0","-32","Isman","2","NA","2","607","0","even","speed_test","NA","6"
"87.5","2223.375","1","1","2","0","-320","Isman","2","NA","2","607","0","even","speed_test","NA","7"
"77.77777777777777","2043.888888888889","0","0","1","0","320","Isman","2","NA","2","608","0","even","speed_test","NA","7"
"70","1933.4","0","0","2","0","32","Isman","1","NA","1","939","0","even","speed_test","NA","7"
"72.72727272727273","1817.909090909091","1","1","1","0","-32","Isman","1","NA","1","663","0","even","speed_test","NA","8"
"75","1706.1666666666667","1","1","1","0","-32","Isman","1","NA","1","477","0","even","speed_test","NA","9"
"76.92307692307692","1613.2307692307693","1","1","2","0","32","Isman","2","NA","2","498","0","even","speed_test","NA","10"
"78.57142857142857","1544.642857142857","1","1","1","0","320","Isman","1","NA","1","653","0","even","speed_test","NA","11"
"80","1473.2666666666667","1","1","1","0","320","Isman","1","NA","1","474","0","even","speed_test","NA","12"
"81.25","1413.5625","1","1","1","0","320","Isman","1","NA","1","518","0","even","speed_test","NA","13"
"82.3529411764706","1362.764705882353","1","1","2","0","-160","Isman","2","NA","2","550","0","even","speed_test","NA","14"
"83.33333333333333","1310.2777777777778","1","1","1","0","320","Isman","1","NA","1","418","0","even","speed_test","NA","15"
"78.94736842105263","1270.6842105263158","0","0","1","0","320","Isman","2","NA","2","558","0","even","speed_test","NA","15"
"80","1231.3","1","1","2","0","-160","Isman","2","NA","2","483","0","even","speed_test","NA","16"
"76.19047619047619","1200.2380952380952","0","0","2","0","32","Isman","1","NA","1","579","0","even","speed_test","NA","16"
"77.27272727272727","1174.1363636363637","1","1","2","0","32","Isman","2","NA","2","626","0","even","speed_test","NA","17"
"78.26086956521739","1139.391304347826","1","1","1","0","160","Isman","1","NA","1","375","0","even","speed_test","NA","18"
"79.16666666666667","1115.625","1","1","1","0","320","Isman","1","NA","1","569","0","even","speed_test","NA","19"
